NIS;Categoria;Consumo;Mes
0055-0105;BT SOCIAL;591;Junio
0055-0115;BT SOCIAL;2782;Junio
0055-0120;BT SOCIAL;141;Junio
0055-0125;BT SOCIAL;84;Junio
0499-0275;MT GUBERNAMENTAL;1125;Junio
0420-0080;BT RESIDENCIAL;765;Junio
0420-0105;BT GENERAL;776;Junio
0420-0107;BT GENERAL;2074;Junio
0420-0165;BT GENERAL;5053;Junio
0421-0020;BT RESIDENCIAL;179;Junio
0421-0040;BT RESIDENCIAL;530;Junio
0422-0040;BT RESIDENCIAL;274;Junio
0422-0050;BT RESIDENCIAL;195;Junio
0422-0060;BT RESIDENCIAL;674;Junio
0422-0065;BT RESIDENCIAL;633;Junio
0422-0075;BT RESIDENCIAL;302;Junio
0422-0076;BT RESIDENCIAL;422;Junio
0422-0080;BT RESIDENCIAL;648;Junio
0422-0090;BT RESIDENCIAL;318;Junio
0422-0105;BT RESIDENCIAL;135;Junio
0422-0135;BT RESIDENCIAL;232;Junio
0422-0140;BT RESIDENCIAL;536;Junio
0422-0155;BT RESIDENCIAL;465;Junio
0422-0160;BT RESIDENCIAL;619;Junio
0422-0163;BT RESIDENCIAL;538;Junio
0422-0175;BT RESIDENCIAL;173;Junio
0422-0180;BT RESIDENCIAL;290;Junio
0422-0190;BT RESIDENCIAL;227;Junio
0423-0030;BT RESIDENCIAL;1068;Junio
0423-0035;BT RESIDENCIAL;194;Junio
0423-0040;BT RESIDENCIAL;1129;Junio
0423-0050;BT RESIDENCIAL;481;Junio
0424-0030;BT RESIDENCIAL;462;Junio
0424-0035;BT RESIDENCIAL;242;Junio
0425-0050;BT GENERAL;1443;Junio
0425-0065;BT GENERAL;873;Junio
0055-0135;BT SOCIAL;376;Junio
0055-0145;BT SOCIAL;15;Junio
0055-0150;BT SOCIAL;15;Junio
0055-0155;BT SOCIAL;15;Junio
0083-0617;BT RESIDENCIAL;118;Junio
0083-0642;BT RESIDENCIAL;104;Junio
0083-0649;BT SOCIAL;253;Junio
0083-0743;BT SOCIAL;85;Junio
0083-0751;BT RESIDENCIAL;30;Junio
0083-0811;BT RESIDENCIAL;199;Junio
0083-0821;BT SOCIAL;70;Junio
0083-0833;BT RESIDENCIAL;121;Junio
0083-0836;BT RESIDENCIAL;114;Junio
0083-0850;BT RESIDENCIAL;100;Junio
0083-0963;BT RESIDENCIAL;220;Junio
0083-0968;MT GENERAL;613;Junio
0085-0020;BT RESIDENCIAL;95;Junio
0100-0020;BT GENERAL;469;Junio
0100-0180;BT GENERAL;1573;Junio
0100-0190;BT GENERAL;428;Junio
0100-0210;BT GENERAL;2759;Junio
0100-0312;BT GENERAL;1456;Junio
0100-0460;BT GENERAL;752;Junio
0110-0008;BT GENERAL;497;Junio
0120-0035;BT RESIDENCIAL;158;Junio
0120-0047;MT GENERAL;5936;Junio
0120-0205;BT RESIDENCIAL;706;Junio
0120-0210;BT RESIDENCIAL;1945;Junio
0121-0200;BT RESIDENCIAL;396;Junio
0122-0035;BT RESIDENCIAL;502;Junio
0130-0040;BT RESIDENCIAL;472;Junio
0130-0056;BT RESIDENCIAL;887;Junio
0130-0060;BT GENERAL;997;Junio
0130-0100;BT RESIDENCIAL;718;Junio
0130-0215;BT RESIDENCIAL;821;Junio
0130-0365;BT RESIDENCIAL;30;Junio
0130-0390;BT RESIDENCIAL;485;Junio
0131-0055;BT RESIDENCIAL;1335;Junio
0141-0080;BT RESIDENCIAL;716;Junio
0141-0106;BT RESIDENCIAL;467;Junio
0150-0110;BT RESIDENCIAL;751;Junio
0150-0115;BT RESIDENCIAL;439;Junio
0150-0130;BT RESIDENCIAL;210;Junio
0150-0150;BT RESIDENCIAL;1414;Junio
0150-0152;BT RESIDENCIAL;1194;Junio
0150-0154;BT RESIDENCIAL;1050;Junio
0150-0156;BT RESIDENCIAL;1500;Junio
0150-0173;BT RESIDENCIAL;527;Junio
0150-0202;BT RESIDENCIAL;599;Junio
0150-0205;BT RESIDENCIAL;464;Junio
0150-0214;BT RESIDENCIAL;30;Junio
0150-0220;BT RESIDENCIAL;120;Junio
0150-0223;BT RESIDENCIAL;709;Junio
0150-0225;BT RESIDENCIAL;222;Junio
0150-0227;BT RESIDENCIAL;680;Junio
0150-0230;BT RESIDENCIAL;508;Junio
0150-0231;BT RESIDENCIAL;195;Junio
0150-0232;BT RESIDENCIAL;278;Junio
0150-0249;BT RESIDENCIAL;544;Junio
0150-0253;BT RESIDENCIAL;358;Junio
0150-0254;BT RESIDENCIAL;580;Junio
0150-0406;BT RESIDENCIAL;181;Junio
0150-0414;BT RESIDENCIAL;348;Junio
0160-0102;BT RESIDENCIAL;1003;Junio
0160-0107;BT RESIDENCIAL;256;Junio
0160-0109;BT RESIDENCIAL;2244;Junio
0160-0114;BT RESIDENCIAL;2287;Junio
0160-0122;BT RESIDENCIAL;593;Junio
0160-0132;BT RESIDENCIAL;524;Junio
0160-0134;BT RESIDENCIAL;271;Junio
0160-0136;BT RESIDENCIAL;398;Junio
0160-0140;BT RESIDENCIAL;805;Junio
0160-0142;BT RESIDENCIAL;624;Junio
0199-0241;BT RESIDENCIAL;933;Junio
0199-0300;BT RESIDENCIAL;1594;Junio
0199-0310;BT RESIDENCIAL;3612;Junio
0199-0420;BT RESIDENCIAL;1075;Junio
0199-0480;BT RESIDENCIAL;135;Junio
0199-0490;BT RESIDENCIAL;972;Junio
0200-0032;BT GENERAL;335;Junio
0200-0050;BT RESIDENCIAL;2125;Junio
0200-0062;MT GENERAL;21471;Junio
0200-0140;BT RESIDENCIAL;432;Junio
0200-0499;BT RESIDENCIAL;645;Junio
0200-0506;BT RESIDENCIAL;660;Junio
0200-0533;BT RESIDENCIAL;223;Junio
0200-0554;BT RESIDENCIAL;201;Junio
0250-0030;BT RESIDENCIAL;143;Junio
0250-0055;BT RESIDENCIAL;361;Junio
0250-0062;BT RESIDENCIAL;565;Junio
0250-0105;BT RESIDENCIAL;537;Junio
0252-0150;BT RESIDENCIAL;214;Junio
0252-0170;BT RESIDENCIAL;786;Junio
0252-0225;BT RESIDENCIAL;1041;Junio
0253-0060;BT RESIDENCIAL;584;Junio
0253-0080;BT RESIDENCIAL;594;Junio
0253-0090;BT RESIDENCIAL;419;Junio
0253-0135;BT RESIDENCIAL;151;Junio
0253-0140;BT RESIDENCIAL;382;Junio
0253-0145;BT RESIDENCIAL;745;Junio
0253-0147;BT RESIDENCIAL;247;Junio
0253-0170;BT RESIDENCIAL;594;Junio
0253-0180;BT RESIDENCIAL;564;Junio
0254-0060;BT RESIDENCIAL;281;Junio
0254-0110;BT RESIDENCIAL;869;Junio
0254-0155;BT RESIDENCIAL;278;Junio
0254-0160;BT RESIDENCIAL;187;Junio
0254-0175;BT RESIDENCIAL;1133;Junio
0254-0180;BT RESIDENCIAL;1849;Junio
0254-0185;BT RESIDENCIAL;762;Junio
0254-0215;BT RESIDENCIAL;585;Junio
0255-0080;BT RESIDENCIAL;734;Junio
0255-0090;BT RESIDENCIAL;320;Junio
0255-0105;BT RESIDENCIAL;381;Junio
0255-0165;BT RESIDENCIAL;374;Junio
0256-0035;BT RESIDENCIAL;268;Junio
0256-0070;BT RESIDENCIAL;30;Junio
0256-0085;BT RESIDENCIAL;355;Junio
0256-0095;BT RESIDENCIAL;490;Junio
0256-0105;BT RESIDENCIAL;611;Junio
0256-0110;BT RESIDENCIAL;372;Junio
0256-0115;BT RESIDENCIAL;563;Junio
0256-0150;BT RESIDENCIAL;537;Junio
0256-0185;BT RESIDENCIAL;477;Junio
0256-0225;BT RESIDENCIAL;409;Junio
0256-0530;BT RESIDENCIAL;258;Junio
0256-0555;BT RESIDENCIAL;560;Junio
0256-0575;BT RESIDENCIAL;2100;Junio
0256-0585;BT RESIDENCIAL;110;Junio
0256-0625;BT RESIDENCIAL;403;Junio
0300-0009;BT GENERAL;1760;Junio
0300-0370;BT GENERAL;4491;Junio
0300-0570;BT RESIDENCIAL;1544;Junio
0300-0610;BT RESIDENCIAL;1664;Junio
0306-0012;BT RESIDENCIAL;619;Junio
0306-0130;BT RESIDENCIAL;1106;Junio
0306-0230;BT RESIDENCIAL;551;Junio
0306-0354;BT RESIDENCIAL;3366;Junio
0306-0362;BT RESIDENCIAL;577;Junio
0306-0363;BT GENERAL;1243;Junio
0306-0380;BT GENERAL;240;Junio
0306-0419;BT RESIDENCIAL;351;Junio
0306-0431;BT RESIDENCIAL;508;Junio
0306-0433;BT RESIDENCIAL;4084;Junio
0306-0508;BT RESIDENCIAL;451;Junio
0306-0622;BT RESIDENCIAL;301;Junio
0306-0625;BT RESIDENCIAL;1179;Junio
0306-0626;BT RESIDENCIAL;1455;Junio
0006-0659;BT RESIDENCIAL;349;Junio
0019-0223;BT RESIDENCIAL;471;Junio
0255-0135;BT RESIDENCIAL;1527;Junio
0306-0640;BT RESIDENCIAL;2787;Junio
0307-0002;BT RESIDENCIAL;284;Junio
0307-0004;BT RESIDENCIAL;521;Junio
0307-0028;BT RESIDENCIAL;472;Junio
0307-0030;BT RESIDENCIAL;294;Junio
0307-0128;BT RESIDENCIAL;257;Junio
0307-0142;BT RESIDENCIAL;203;Junio
0307-0156;BT RESIDENCIAL;162;Junio
0307-0178;BT RESIDENCIAL;680;Junio
0307-0214;BT RESIDENCIAL;281;Junio
0307-0218;BT GENERAL;120;Junio
0307-0222;BT RESIDENCIAL;120;Junio
0307-0250;BT RESIDENCIAL;511;Junio
0307-0256;BT RESIDENCIAL;743;Junio
0307-0332;BT RESIDENCIAL;570;Junio
0307-0334;BT RESIDENCIAL;221;Junio
0307-0344;BT RESIDENCIAL;30;Junio
0307-0346;BT RESIDENCIAL;227;Junio
0307-0348;BT RESIDENCIAL;30;Junio
0307-0356;BT RESIDENCIAL;398;Junio
0307-0358;BT RESIDENCIAL;326;Junio
0307-0366;BT RESIDENCIAL;323;Junio
0307-0372;BT RESIDENCIAL;30;Junio
0307-0378;BT RESIDENCIAL;120;Junio
0307-0410;BT RESIDENCIAL;120;Junio
0307-0416;BT RESIDENCIAL;398;Junio
0307-0420;BT RESIDENCIAL;301;Junio
0307-0422;BT RESIDENCIAL;467;Junio
0307-0431;BT RESIDENCIAL;322;Junio
0307-0432;BT RESIDENCIAL;580;Junio
0307-0448;BT RESIDENCIAL;333;Junio
0307-0466;BT RESIDENCIAL;336;Junio
0307-0480;BT RESIDENCIAL;382;Junio
0307-0510;BT RESIDENCIAL;369;Junio
0307-0512;BT RESIDENCIAL;153;Junio
0307-0516;BT RESIDENCIAL;30;Junio
0307-0526;BT RESIDENCIAL;137;Junio
0307-0534;BT RESIDENCIAL;30;Junio
0307-0544;BT RESIDENCIAL;30;Junio
0307-0550;BT RESIDENCIAL;147;Junio
0307-0552;BT RESIDENCIAL;220;Junio
0307-0554;BT RESIDENCIAL;79;Junio
0307-0558;BT RESIDENCIAL;667;Junio
0307-0562;BT RESIDENCIAL;283;Junio
0307-0578;BT RESIDENCIAL;120;Junio
0307-0580;BT RESIDENCIAL;575;Junio
0350-0025;BT RESIDENCIAL;231;Junio
0350-0115;BT RESIDENCIAL;892;Junio
0350-0116;BT RESIDENCIAL;171;Junio
0350-0155;BT RESIDENCIAL;3276;Junio
0350-0200;BT RESIDENCIAL;3239;Junio
0400-0180;BT GENERAL;5034;Junio
0420-0167;BT RESIDENCIAL;305;Junio
0424-0025;BT RESIDENCIAL;30;Junio
0425-0040;BT RESIDENCIAL;319;Junio
0426-0040;BT GENERAL;834;Junio
0426-0050;BT RESIDENCIAL;2027;Junio
0426-0120;BT GENERAL;945;Junio
0610-0335;BT RESIDENCIAL;805;Junio
0610-0340;BT RESIDENCIAL;720;Junio
0610-0345;BT RESIDENCIAL;1242;Junio
0610-0370;BT RESIDENCIAL;128;Junio
0610-0375;BT RESIDENCIAL;751;Junio
0610-0385;BT RESIDENCIAL;240;Junio
0610-0410;BT RESIDENCIAL;546;Junio
0610-0415;BT RESIDENCIAL;1101;Junio
0610-0424;BT RESIDENCIAL;722;Junio
0610-0425;BT RESIDENCIAL;910;Junio
0610-0430;BT RESIDENCIAL;824;Junio
0610-0440;BT RESIDENCIAL;749;Junio
0610-0451;BT RESIDENCIAL;667;Junio
0610-0475;BT RESIDENCIAL;427;Junio
0610-0650;BT RESIDENCIAL;507;Junio
0611-0342;BT RESIDENCIAL;992;Junio
0611-0346;BT RESIDENCIAL;210;Junio
0611-0351;BT RESIDENCIAL;1236;Junio
0611-0352;BT RESIDENCIAL;391;Junio
0611-0353;BT RESIDENCIAL;836;Junio
0611-0355;BT RESIDENCIAL;1351;Junio
0611-0357;BT RESIDENCIAL;1423;Junio
0611-0370;BT RESIDENCIAL;689;Junio
0611-0375;BT RESIDENCIAL;852;Junio
0611-0377;BT RESIDENCIAL;1026;Junio
0611-0378;BT RESIDENCIAL;673;Junio
0611-0379;BT RESIDENCIAL;389;Junio
0611-0386;BT RESIDENCIAL;559;Junio
0611-0389;BT RESIDENCIAL;454;Junio
0611-0390;BT RESIDENCIAL;631;Junio
0611-0393;BT RESIDENCIAL;297;Junio
0611-0398;MT GENERAL;225;Junio
0611-0399;BT RESIDENCIAL;745;Junio
0612-0047;BT RESIDENCIAL;686;Junio
0612-0050;BT RESIDENCIAL;960;Junio
0612-0388;BT RESIDENCIAL;120;Junio
0612-0389;BT RESIDENCIAL;30;Junio
0613-0200;BT SOCIAL;15;Junio
0613-0202;BT RESIDENCIAL;712;Junio
0613-0210;BT RESIDENCIAL;349;Junio
0651-0025;BT RESIDENCIAL;227;Junio
0651-0030;BT RESIDENCIAL;533;Junio
0651-0035;BT RESIDENCIAL;438;Junio
0651-0040;BT RESIDENCIAL;549;Junio
0651-0045;BT RESIDENCIAL;478;Junio
0651-0055;BT RESIDENCIAL;1027;Junio
0651-0060;BT RESIDENCIAL;601;Junio
0652-0030;BT RESIDENCIAL;902;Junio
0652-0035;BT RESIDENCIAL;235;Junio
0652-0045;BT RESIDENCIAL;652;Junio
0652-0050;BT RESIDENCIAL;333;Junio
0652-0065;BT RESIDENCIAL;459;Junio
0652-0100;BT RESIDENCIAL;767;Junio
0652-0101;BT RESIDENCIAL;548;Junio
0655-0020;BT RESIDENCIAL;661;Junio
0655-0025;BT RESIDENCIAL;660;Junio
0655-0030;BT RESIDENCIAL;806;Junio
0655-0035;BT RESIDENCIAL;1370;Junio
0655-0040;BT RESIDENCIAL;258;Junio
0655-0060;BT RESIDENCIAL;120;Junio
0655-0065;BT RESIDENCIAL;1076;Junio
0655-0070;BT RESIDENCIAL;287;Junio
0660-0046;BT RESIDENCIAL;349;Junio
0660-0060;BT RESIDENCIAL;653;Junio
0660-0110;BT RESIDENCIAL;234;Junio
0660-0215;BT RESIDENCIAL;1627;Junio
0660-0225;BT RESIDENCIAL;597;Junio
0660-0247;BT RESIDENCIAL;557;Junio
0660-0950;MT GENERAL;1560;Junio
0700-0055;BT GENERAL;2480;Junio
0700-0065;BT GENERAL;277;Junio
0700-0115;BT GENERAL;1625;Junio
0700-0125;MT GENERAL;13111;Junio
0700-0130;BT GENERAL;1311;Junio
0700-0137;BT RESIDENCIAL;880;Junio
0700-0155;BT RESIDENCIAL;836;Junio
0700-0156;BT GENERAL;538;Junio
0700-0157;BT RESIDENCIAL;518;Junio
0700-0175;BT GENERAL;1223;Junio
0426-0041;BT GENERAL;341;Junio
0425-0070;BT RESIDENCIAL;842;Junio
0426-0020;BT GENERAL;2246;Junio
0426-0150;BT INDUSTRIAL;883;Junio
0426-0160;BT RESIDENCIAL;373;Junio
0426-0165;BT GENERAL;688;Junio
0427-0010;BT RESIDENCIAL;348;Junio
0427-0025;BT GENERAL;504;Junio
0427-0040;BT RESIDENCIAL;483;Junio
0427-0045;BT GENERAL COOPERATIVA;1256;Junio
0427-0055;BT RESIDENCIAL;720;Junio
0427-0065;BT RESIDENCIAL;303;Junio
0427-0075;BT GENERAL;1535;Junio
0427-0120;BT GENERAL;400;Junio
0427-0127;BT RESIDENCIAL;365;Junio
0427-0140;BT RESIDENCIAL;594;Junio
0427-0155;BT RESIDENCIAL;977;Junio
0427-0170;BT GENERAL;573;Junio
0427-0173;BT GENERAL;713;Junio
0430-0002;BT RESIDENCIAL;344;Junio
0600-0480;BT RESIDENCIAL;332;Junio
0600-0485;BT RESIDENCIAL;771;Junio
0600-0500;BT RESIDENCIAL;219;Junio
0600-0530;BT RESIDENCIAL;1158;Junio
0600-0535;BT RESIDENCIAL;399;Junio
0600-0540;BT RESIDENCIAL;118;Junio
0600-0544;BT RESIDENCIAL;71;Junio
0600-0552;BT RESIDENCIAL;431;Junio
0600-0553;BT RESIDENCIAL;714;Junio
0600-0564;BT RESIDENCIAL;1018;Junio
0600-0566;BT GENERAL;446;Junio
0601-0010;BT GENERAL;289;Junio
0601-0012;BT GENERAL;516;Junio
0601-0015;BT RESIDENCIAL;196;Junio
0700-0090;BT GENERAL COOPERATIVA;318;Junio
0601-0020;BT GENERAL;4421;Junio
0601-0039;BT GENERAL;611;Junio
0601-0040;BT RESIDENCIAL;1293;Junio
0601-0045;BT RESIDENCIAL;1409;Junio
0601-0070;BT RESIDENCIAL;951;Junio
0601-0100;BT RESIDENCIAL;866;Junio
0601-0110;BT RESIDENCIAL;1043;Junio
0601-0115;BT RESIDENCIAL;953;Junio
0601-0120;BT RESIDENCIAL;699;Junio
0601-0140;BT RESIDENCIAL;769;Junio
0601-0145;BT RESIDENCIAL;840;Junio
0601-0155;BT RESIDENCIAL;978;Junio
0601-0158;BT RESIDENCIAL;267;Junio
0601-0160;BT RESIDENCIAL;587;Junio
0601-0175;BT RESIDENCIAL;882;Junio
0601-0185;BT RESIDENCIAL;355;Junio
0601-0195;BT RESIDENCIAL;716;Junio
0601-0200;BT RESIDENCIAL;511;Junio
0601-0235;BT RESIDENCIAL;666;Junio
0601-0320;BT RESIDENCIAL;273;Junio
0601-0323;BT RESIDENCIAL;407;Junio
0601-0344;BT RESIDENCIAL;464;Junio
0601-0346;BT RESIDENCIAL;1221;Junio
0601-0358;BT RESIDENCIAL;995;Junio
0601-0366;BT RESIDENCIAL;535;Junio
0601-0372;BT RESIDENCIAL;562;Junio
0601-0374;BT RESIDENCIAL;280;Junio
0601-0376;BT RESIDENCIAL;543;Junio
0601-0380;BT RESIDENCIAL;181;Junio
0601-0382;BT RESIDENCIAL;634;Junio
0601-0392;BT RESIDENCIAL;646;Junio
0601-0408;BT RESIDENCIAL;555;Junio
0601-0416;BT RESIDENCIAL;433;Junio
0601-0422;BT RESIDENCIAL;241;Junio
0601-0434;BT RESIDENCIAL;98;Junio
0601-0440;BT RESIDENCIAL;347;Junio
0601-0446;BT RESIDENCIAL;874;Junio
0601-0620;BT RESIDENCIAL;224;Junio
0601-0780;BT RESIDENCIAL;1113;Junio
0601-0782;BT RESIDENCIAL;350;Junio
0601-0790;BT RESIDENCIAL;1064;Junio
0601-0792;BT SOCIAL;43;Junio
0601-0794;BT RESIDENCIAL;936;Junio
0601-0796;BT RESIDENCIAL;1183;Junio
0601-0800;BT RESIDENCIAL;615;Junio
0601-0806;BT RESIDENCIAL;1229;Junio
0601-0807;BT RESIDENCIAL;452;Junio
0601-0832;BT RESIDENCIAL;525;Junio
0601-0840;BT RESIDENCIAL;1197;Junio
0601-0846;BT RESIDENCIAL;578;Junio
0601-0850;BT RESIDENCIAL;1173;Junio
0601-0854;BT RESIDENCIAL;380;Junio
0601-0864;BT RESIDENCIAL;515;Junio
0601-0872;BT RESIDENCIAL;793;Junio
0601-0884;BT RESIDENCIAL;367;Junio
0601-0888;BT RESIDENCIAL;240;Junio
0602-0030;BT RESIDENCIAL;424;Junio
0602-0040;BT RESIDENCIAL;940;Junio
0602-0051;BT RESIDENCIAL;1046;Junio
0602-0060;BT GENERAL;176;Junio
0602-0120;BT RESIDENCIAL;1121;Junio
0602-0130;BT RESIDENCIAL;195;Junio
0602-0155;BT RESIDENCIAL;433;Junio
0602-0160;BT RESIDENCIAL;358;Junio
0602-0180;BT RESIDENCIAL;617;Junio
0602-0185;BT RESIDENCIAL;676;Junio
0602-0190;BT RESIDENCIAL;442;Junio
0602-0200;BT RESIDENCIAL;309;Junio
0602-0210;BT RESIDENCIAL;315;Junio
0602-0215;BT RESIDENCIAL;658;Junio
0602-0230;BT RESIDENCIAL;635;Junio
0602-0242;BT RESIDENCIAL;339;Junio
0602-0298;BT RESIDENCIAL;486;Junio
0602-0310;BT RESIDENCIAL;30;Junio
0602-0324;BT RESIDENCIAL;526;Junio
0602-0356;BT RESIDENCIAL;737;Junio
0602-0364;BT RESIDENCIAL;391;Junio
0603-0040;BT RESIDENCIAL;865;Junio
0603-0045;BT RESIDENCIAL;80;Junio
0603-0055;BT RESIDENCIAL;30;Junio
0607-0040;BT RESIDENCIAL;1394;Junio
0607-0045;BT RESIDENCIAL;812;Junio
0607-0050;BT RESIDENCIAL;524;Junio
0607-0104;BT RESIDENCIAL;544;Junio
0607-0110;BT RESIDENCIAL;904;Junio
0607-0116;BT RESIDENCIAL;231;Junio
0607-0118;BT RESIDENCIAL;459;Junio
0607-0120;BT RESIDENCIAL;825;Junio
0607-0124;BT RESIDENCIAL;487;Junio
0607-0148;BT RESIDENCIAL;481;Junio
0607-0152;BT RESIDENCIAL;380;Junio
0607-0158;BT RESIDENCIAL;2210;Junio
0607-0168;BT RESIDENCIAL;510;Junio
0607-0192;BT RESIDENCIAL;1522;Junio
0610-0010;BT RESIDENCIAL;1736;Junio
0610-0020;BT RESIDENCIAL;194;Junio
0610-0105;BT RESIDENCIAL;1775;Junio
0610-0120;BT RESIDENCIAL;441;Junio
0610-0140;BT RESIDENCIAL;594;Junio
0610-0160;BT RESIDENCIAL;493;Junio
0610-0170;BT RESIDENCIAL;936;Junio
0610-0185;BT RESIDENCIAL;1011;Junio
0610-0191;BT RESIDENCIAL;401;Junio
0610-0200;BT RESIDENCIAL;499;Junio
0610-0220;BT RESIDENCIAL;792;Junio
0610-0310;BT RESIDENCIAL;376;Junio
0610-0320;BT RESIDENCIAL;686;Junio
0700-0271;BT RESIDENCIAL;712;Junio
0251-0180;BT RESIDENCIAL;421;Junio
0307-0252;BT RESIDENCIAL;209;Junio
0121-0250;BT GENERAL COOPERATIVA;559;Junio
0425-0045;BT GENERAL;610;Junio
0601-0404;BT RESIDENCIAL;830;Junio
0100-0350;BT GENERAL;1571;Junio
0500-0195;BT RESIDENCIAL;695;Junio
0100-0310;BT GENERAL;1653;Junio
0301-0360;BT GENERAL;657;Junio
0400-0070;BT RESIDENCIAL;572;Junio
0400-0280;BT RESIDENCIAL;741;Junio
0420-0071;BT RESIDENCIAL;647;Junio
0427-0050;BT RESIDENCIAL;360;Junio
0440-0210;BT RESIDENCIAL;239;Junio
0440-0240;BT RESIDENCIAL;51;Junio
0601-0322;BT RESIDENCIAL;750;Junio
0604-0025;BT RESIDENCIAL;515;Junio
0604-0049;BT RESIDENCIAL;1044;Junio
0420-0070;BT GENERAL;1924;Junio
0306-0371;BT RESIDENCIAL;218;Junio
0250-0085;BT RESIDENCIAL;844;Junio
0541-0040;BT RESIDENCIAL;629;Junio
0330-0040;BT RESIDENCIAL;574;Junio
0006-0155;MT GENERAL;19829;Junio
0006-0156;MT GENERAL;8466;Junio
0006-0224;MT GENERAL;450;Junio
0006-0437;BT RESIDENCIAL;120;Junio
0006-0446;BT RESIDENCIAL;30;Junio
0006-0504;BT RESIDENCIAL;451;Junio
0006-0506;BT RESIDENCIAL;465;Junio
0006-0508;BT GENERAL;4111;Junio
0150-0172;BT RESIDENCIAL;547;Junio
0150-0184;BT RESIDENCIAL;98;Junio
0150-0200;BT GENERAL;103;Junio
0150-0219;BT RESIDENCIAL;30;Junio
0150-0233;BT RESIDENCIAL;265;Junio
0150-0243;BT GENERAL;120;Junio
0150-0410;BT RESIDENCIAL;333;Junio
0150-0418;BT RESIDENCIAL;372;Junio
0160-0005;BT RESIDENCIAL;597;Junio
0160-0007;BT RESIDENCIAL;238;Junio
0160-0030;BT RESIDENCIAL;1204;Junio
0160-0050;BT RESIDENCIAL;1450;Junio
0160-0060;BT RESIDENCIAL;525;Junio
0160-0105;BT GENERAL;1113;Junio
0160-0112;BT RESIDENCIAL;159;Junio
0160-0116;BT RESIDENCIAL;836;Junio
0160-0118;BT RESIDENCIAL;2101;Junio
0160-0120;BT RESIDENCIAL;197;Junio
0199-0020;BT GENERAL;2426;Junio
0199-0040;BT RESIDENCIAL;364;Junio
0199-0050;BT GENERAL;702;Junio
0199-0060;MT GENERAL;2835;Junio
0199-0070;BT RESIDENCIAL;30;Junio
0199-0071;BT GENERAL;361;Junio
0199-0072;BT GENERAL;740;Junio
0199-0090;BT RESIDENCIAL;524;Junio
0199-0110;BT RESIDENCIAL;608;Junio
0199-0120;BT RESIDENCIAL;230;Junio
0199-0160;BT RESIDENCIAL;330;Junio
0199-0173;BT RESIDENCIAL;806;Junio
0199-0180;BT RESIDENCIAL;1052;Junio
0199-0200;BT RESIDENCIAL;903;Junio
0199-0220;BT RESIDENCIAL;475;Junio
0427-0115;BT RESIDENCIAL;1180;Junio
0034-0080;BT RESIDENCIAL;1065;Junio
0083-0207;BT RESIDENCIAL;320;Junio
0083-0209;BT RESIDENCIAL;636;Junio
0083-0210;BT RESIDENCIAL;193;Junio
0083-0214;BT SOCIAL;124;Junio
0083-0215;BT RESIDENCIAL;207;Junio
0083-0217;BT RESIDENCIAL;272;Junio
0083-0218;BT SOCIAL;47;Junio
0083-0220;BT SOCIAL;49;Junio
0083-0221;BT RESIDENCIAL;515;Junio
0083-0222;BT RESIDENCIAL;79;Junio
0083-0224;BT RESIDENCIAL;955;Junio
0083-0225;BT RESIDENCIAL;125;Junio
0083-0257;BT RESIDENCIAL;1127;Junio
0083-0264;BT RESIDENCIAL;485;Junio
0083-0266;BT RESIDENCIAL;216;Junio
0083-0267;BT RESIDENCIAL;238;Junio
0083-0307;BT SOCIAL;109;Junio
0083-0308;BT SOCIAL;68;Junio
0083-0309;BT SOCIAL;15;Junio
0083-0310;BT SOCIAL;283;Junio
0083-0315;BT RESIDENCIAL;303;Junio
0083-0352;BT SOCIAL;226;Junio
0083-0355;BT RESIDENCIAL;198;Junio
0083-0357;BT SOCIAL;60;Junio
0083-0358;BT RESIDENCIAL;30;Junio
0083-0359;BT SOCIAL;156;Junio
0083-0360;BT SOCIAL;184;Junio
0083-0361;BT RESIDENCIAL;36;Junio
0083-0363;BT GENERAL;30;Junio
0083-0365;BT SOCIAL;208;Junio
0083-0366;BT SOCIAL;85;Junio
0083-0367;BT SOCIAL;201;Junio
0083-0370;BT SOCIAL;288;Junio
0083-0371;BT SOCIAL;33;Junio
0083-0409;BT RESIDENCIAL;62;Junio
0083-0411;BT RESIDENCIAL;183;Junio
0199-0240;BT GENERAL;653;Junio
0199-0350;BT RESIDENCIAL;487;Junio
0199-0430;BT RESIDENCIAL;355;Junio
0199-0440;BT RESIDENCIAL;887;Junio
0199-0500;BT GENERAL;30;Junio
0199-0520;BT RESIDENCIAL;726;Junio
0199-0530;BT RESIDENCIAL;1058;Junio
0200-0280;BT RESIDENCIAL;2753;Junio
0199-0550;BT RESIDENCIAL;803;Junio
0199-0595;MT GENERAL;225;Junio
0199-0600;MT GENERAL;784;Junio
0199-0640;BT RESIDENCIAL;30;Junio
0199-0700;MT GENERAL;225;Junio
0200-0040;BT RESIDENCIAL;933;Junio
0200-0055;BT RESIDENCIAL;339;Junio
0200-0070;BT RESIDENCIAL;3849;Junio
0200-0150;BT RESIDENCIAL;1028;Junio
0200-0180;BT RESIDENCIAL;277;Junio
0200-0181;BT RESIDENCIAL;614;Junio
0200-0190;BT RESIDENCIAL;109;Junio
0200-0198;BT RESIDENCIAL;2039;Junio
0200-0220;BT RESIDENCIAL;338;Junio
0200-0330;BT RESIDENCIAL;1342;Junio
